,id_votacion,fecha,materia,resultado,a favor,en contra,abstencion,no vota
1129,2364,2022-02-18T21:18:43,"127.- Votación separada del N°11 del inciso primero del artículo 35:

 &quot;11. Celebrar y suscribir, previa autorización de la Asamblea Legislativa Regional, la contratación de préstamos o empréstitos, en virtud de lo dispuesto por la Constitución, el Estatuto Regional y la ley.&quot;",RECHAZADO,68,78,1,8
1128,2365,2022-02-18T21:21:13,"128.- Votación separada del N°12 del inciso primero del artículo 35:

      &quot;12. Celebrar y ejecutar convenios con los Gobiernos de otras regiones autónomas para efectos de implementar programas y políticas públicas interregionales, así como toda otra forma de asociatividad territorial.&quot;",APROBADO,138,5,6,6
1127,2366,2022-02-18T21:23:57,"129.- Votación separada del N°13 del inciso primero del artículo 35:

       &quot;13. Celebrar y ejecutar acciones de cooperación internacional, dentro de los marcos establecidos por los tratados y convenios que el país celebre al efecto y en conformidad a los procedimientos regulados en la ley.&quot;
",APROBADO,125,12,11,7
1126,2367,2022-02-18T21:26:20,"130.- Votación separada del N°14 del inciso primero del artículo 35:

      &quot;14. Crear, suprimir o fusionar empleos públicos de su dependencia, fijar o modificar las plantas del personal del Gobierno Regional, estableciendo el número de cargos para cada planta y fijar sus grados, según lo previsto en la ley.&quot;",RECHAZADO,85,36,24,10
1125,2368,2022-02-18T21:35:26,"131.- Votación separada del N°15 del inciso primero del artículo 35:

      &quot;15. Crear, suprimir o fusionar empleos públicos de su dependencia, fijar o modificar las plantas del personal del Gobierno Regional, estableciendo el número de cargos para cada planta y fijar sus grados, según lo previsto en la ley.&quot;
",RECHAZADO,54,86,11,4
1124,2369,2022-02-18T21:37:53,"132.- Votación separada del N°16 del inciso primero del artículo 35:

      &quot;16. La administración del borde costero y territorio marítimo de la Región Autónoma.&quot;
",RECHAZADO,68,74,5,8
1123,2370,2022-02-18T21:40:36,"133.- Votación separada del N°17 del inciso primero del artículo 35:

      &quot;17. Promover la innovación, la competitividad y la inversión en la respectiva región autónoma.&quot;
",APROBADO,140,4,7,4
1122,2371,2022-02-18T21:43:07,"134.- Votación separada del N°18 del inciso primero del artículo 35:

&quot;18. Convocar a referéndum y plebiscitos regionales en virtud de lo previsto en la Constitución, el Estatuto Regional y la ley.
",APROBADO,109,29,13,4
1121,2372,2022-02-18T21:45:29,"135.- Votación separada del N°19 del inciso primero del artículo 35:

      &quot;19. Establecer sistemas de gestión de crisis entre los órganos que tienen asiento en la Región Autónoma, que incluyan, a lo menos, su preparación, prevención, administración y manejo.&quot;
",APROBADO,107,22,21,5
1120,2373,2022-02-18T21:47:48,"136.- Votación separada del N°20 del inciso primero del artículo 35:

 &quot;20. Las demás atribuciones que señalen la Constitución, el Estatuto Regional y las leyes.&quot;",APROBADO,103,36,6,10
1119,2374,2022-02-18T21:50:32,"137.- Votación separada del inciso segundo del artículo 35:

      &quot;Las normas dictadas en virtud de la potestad reglamentaria de la Presidencia de la República no podrán modificar ni derogar las establecidas por la potestad reglamentaria regional o local en el ámbito propio de las competencias de estas últimas.&quot;",RECHAZADO,75,64,11,5
1908,3120,2022-03-23T16:18:00,"1.- Artículo 25.- De la Asamblea Regional (sólo inciso tercero):

      “Dicha ley asegurará que la integración y requisitos para acceder al cargo respete los criterios de representatividad territorial, paridad de género y escaños reservados para los pueblos y naciones indígenas presentes en la Región Autónoma. El Estatuto Regional podrá complementar estos requisitos.”",RECHAZADO,99,43,10,3
1907,3121,2022-03-23T16:21:15,"2.- Artículo 31.- Atribuciones de la Asamblea Regional. (Reemplaza el N°8 por los siguientes Nos8 y 9, modificando numeración correlativa):

     “8. Concurrir, en conjunto con el Gobernador Regional, en el ejercicio de la potestad reglamentaria, en la forma prescrita por la Constitución y las leyes.
      9. Ejercer la potestad reglamentaria de ejecución de ley cuando esta lo encomiende y dictar los demás reglamentos en materias de competencia de la región autónoma.”

.- (Reemplaza el N°11, que pasaría a ser 12, por el siguiente):

       “12. Solicitar al Congreso la transferencia de la potestad legislativa en materias de interés de la Región Autónoma respectiva, en conformidad a la ley.”",APROBADO,112,29,11,3
2043,3176,2022-03-29T20:13:56,".- Propuesta constitucional contenida en el Segundo Informe de la Comisión de Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal.",APROBADO,114,25,14,2
2042,3177,2022-03-29T20:30:44,"75.- Indicación Nº146 de CC Mena, para sustituir el artículo 18 (51 TS) por el siguiente:

     “Las provincias serán divisiones territoriales de las Regiones Autónomas y estarán a cargo de un órgano desconcentrado territorialmente del gobierno central, que se limitará a desempeñar funciones de coordinación y ejecución de asuntos administrativos, en la forma prescrita por la Constitución y las leyes. 

      Cada región estará compuesta por, a lo menos, dos provincias, las cuales estarán integradas por dos o más comunas, según determine la ley.”",RECHAZADO,44,104,4,3
2041,3178,2022-03-29T20:33:12,"76.- Votación del inciso primero del artículo 18:

      &quot;Artículo 18.- De las provincias. La provincia es una división territorial de una región, para los efectos que la Constitución o las leyes establezcan.&quot;",RECHAZADO,95,39,17,4
2040,3179,2022-03-29T20:35:42,"77.- Votación separada del inciso segundo del artículo 18:

       &quot;Cada región está compuesta por, a lo menos, dos provincias, las cuales estarán integradas por dos o más comunas, según lo determine la ley.&quot;
",RECHAZADO,68,48,37,2
2039,3180,2022-03-29T20:38:17,"1.- Votación separada del inciso primero del artículo 1:

&quot;Artículo 1.- De la Comuna Autónoma. La Comuna Autónoma es la entidad territorial base del Estado regional, dotada de personalidad jurídica de derecho público y patrimonio propio, que gozan de autonomía para el cumplimiento de sus fines y el ejercicio de sus competencias, con arreglo a lo dispuesto en la Constitución y la ley.&quot;",APROBADO,146,2,5,2
2038,3181,2022-03-29T20:40:19,"2.- Votación separada del inciso segundo del artículo 1:

      &quot;Cada Comuna Autónoma contará con un Estatuto Comunal elaborado con arreglo al procedimiento establecido en esta Constitución.&quot;
",RECHAZADO,97,19,37,2
2037,3182,2022-03-29T20:42:35,"3.- Votación separada del inciso tercero del artículo 1:

      &quot;La ley clasificará las comunas en distintos tipos, las que deberán ser consideradas por los órganos del Estado para el establecimiento de regímenes administrativos y económico-fiscales diferenciados, la implementación de políticas, planes y programas atendiendo a las diversas realidades locales, y en especial, para el traspaso de competencias y recursos. El establecimiento de los tipos comunales deberá considerar, a lo menos, criterios demográficos, económicos, culturales, geográficos, socioambientales, urbanos y rurales.&quot;",APROBADO,113,17,23,2
2036,3183,2022-03-29T20:44:47,"4.- Artículo 2:

Artículo 2.- Igualdad en la prestación de los servicios públicos municipales y desarrollo equitativo. El Estado garantizará a la Municipalidad el financiamiento y recursos suficientes, para el justo y equitativo desarrollo de cada comuna, conforme a los mecanismos que señale la Constitución y la ley.

      Para el gobierno comunal se observará como principio básico la búsqueda de un desarrollo territorial armónico y equitativo, propendiendo a que todas las personas tengan acceso a igual nivel y calidad de servicios públicos municipales, sin distingo del lugar que habiten.&quot;",APROBADO,133,1,19,2
2035,3184,2022-03-29T20:46:56,"5.- Votación separada del inciso primero del artículo 3:

      &quot;Artículo 3.- De la creación o supresión de Comunas Autónomas. La creación, división o fusión de comunas autónomas, o la modificación de sus límites o denominación, se determinará por ley, mediante el procedimiento establecido en el Estatuto Regional respectivo.&quot;",RECHAZADO,91,42,18,4
2034,3185,2022-03-29T20:49:00,"6.- Votación del inciso segundo del artículo 3:

       &quot;Una ley regulará la administración transitoria de las comunas que se creen, el procedimiento de instalación de las nuevas municipalidades, de traspaso del personal municipal y de los servicios y los resguardos necesarios para cautelar el uso y disposición de los bienes que se encuentren situados en los territorios de las nuevas comunas.&quot;",APROBADO,133,8,13,1
2033,3186,2022-03-29T20:51:18,"7.- Artículo 4:

      &quot;Artículo 4.- De la cooperación internacional de regiones y comunas autónomas. En los términos que establezca la ley, las regiones y comunas autónomas ubicadas en zonas fronterizas, podrán vincularse con las entidades territoriales limítrofes del país vecino, de igual nivel, a través de sus respectivas autoridades, para establecer programas de cooperación e integración, dirigidos a fomentar el desarrollo comunitario, la prestación de servicios públicos y la conservación del medio ambiente.&quot;",APROBADO,126,13,14,2
2032,3187,2022-03-29T20:53:42,"8.- Artículo 5:

      &quot;Artículo 5.- Las municipalidades, para el cumplimiento de sus funciones, podrán establecer sus plantas de personal y los órganos o unidades de su estructura interna, en conformidad a la Constitución y la ley. 

      Estas facultades se ejercerán cautelando su debido financiamiento y el carácter técnico y profesional de dichos empleos.&quot;",APROBADO,121,20,11,3
2031,3188,2022-03-29T20:56:04,"9.- Votación del inciso primero del artículo 6:

       &quot;Artículo 6.- De la participación en la comuna autónoma. Las municipalidades tienen el deber de promover y garantizar la participación ciudadana de la comunidad local en la gestión, en la construcción de políticas de desarrollo local y en la planificación del territorio, así como en los casos que esta Constitución, la ley y los estatutos regionales o comunales señalen.&quot;",APROBADO,143,2,8,2
2030,3189,2022-03-29T20:58:14,"10.- Votación separada del inciso segundo del artículo 6:

      &quot;Las Municipalidades proveerán los mecanismos, espacios, recursos, alfabetización digital, formación y educación cívica y todo aquello que sea necesario para concretar dicha participación que será consultiva, incidente y/o vinculante de acuerdo a la legislación respectiva.&quot;",APROBADO,125,7,21,2
2029,3190,2022-03-29T21:00:22,"11.- Votación separada del inciso tercero del artículo 6:

      &quot;La participación de la comunidad local estará orientada a construir territorios más justos y democráticos, que garanticen el buen vivir de todos sus habitantes, a fin de ser el instrumento que permita el ejercicio de la soberanía a sus habitantes, fortaleciendo la organización social y comunitaria.&quot;",RECHAZADO,87,45,18,5
2028,3191,2022-03-29T21:02:15,"12.- Artículo 7:

      &quot;Artículo 7.- Del Gobierno Comunal. El gobierno de la Comuna Autónoma reside en la Municipalidad, la que estará constituida por el Alcalde o Alcaldesa y el Concejo Municipal, con la participación de la comunidad que habita en su territorio.&quot;",APROBADO,128,12,14,1
2027,3192,2022-03-29T21:04:13,"13.- Votación separada del inciso primero del artículo 8:

      &quot;Artículo 8.- Concejo Municipal. El Concejo Municipal es el órgano colegiado de representación popular y vecinal, dotado de funciones normativas, resolutivas y fiscalizadoras, en conformidad a la Constitución y la ley.&quot;",APROBADO,149,1,4,1
2026,3193,2022-03-29T21:06:02,"14.- .- Indicación (Nº74) de CC Mena, para sustituir el inciso segundo del artículo 8 (36 TS) por el siguiente:

      “El Concejo Municipal estará integrado por el número de personas que determine la ley, en proporción a la población de cada comuna.”",RECHAZADO,48,96,8,3
2025,3194,2022-03-29T21:08:11,"15.- Votación separada del inciso segundo del artículo 8:

      &quot;El Concejo Municipal estará integrado por el número de personas que determine la ley, en proporción a la población de la comuna, según los criterios de inclusión, paridad de género y escaños reservados para pueblos y naciones indígenas considerando su población dentro de la jurisdicción electoral respectiva.&quot;",APROBADO,105,42,6,2
2024,3195,2022-03-29T21:10:25,"16.- Votación separada del inciso tercero del artículo 8:

      &quot;La elección de concejales y concejalas será por sufragio universal, directo y secreto, en conformidad a la ley.&quot;
",APROBADO,152,1,0,2
2023,3196,2022-03-29T21:12:32,"17.- Votación separada del inciso cuarto del artículo 8:

       &quot;Los concejales o concejalas ejercerán sus funciones por el término de cuatro años, pudiendo ser reelegidos o reelegidas consecutivamente sólo una vez para el período siguiente. Para estos efectos se entenderá que los concejales y concejalas han ejercido su cargo durante un período cuando hayan cumplido más de la mitad de su mandato.&quot;",APROBADO,107,20,25,3
2022,3197,2022-03-29T21:14:35,"18.- Votación separada del inciso quinto del artículo 8:

       &quot;La ley y el estatuto comunal determinarán las normas sobre organización y funcionamiento del Concejo. Será necesario el acuerdo del Concejo para la aprobación del plan comunal de desarrollo, del presupuesto municipal y de los proyectos de inversión respectivos, y otros que determine la ley.&quot;",APROBADO,110,18,24,3
2021,3198,2022-03-29T21:16:46,"19.- Indicación Nº77, de CC Mena, para sustituir el inciso final (sexto) del artículo 8 (36 TS) por el siguiente:

       “Los concejales o concejalas ejercerán sus funciones por el término de cuatro años, pudiendo ser reelegidos o reelegidas consecutivamente en el cargo hasta por dos períodos. Para estos efectos se entenderá que los concejales y concejalas han ejercido su cargo durante un período cuando hayan cumplido más de la mitad de su mandato.”",RECHAZADO,40,100,12,3
2020,3199,2022-03-29T21:19:17,"20.- Votación separada del inciso sexto del artículo 8:

     &quot;Los Concejales o Concejalas no podrán desempeñar simultáneamente cargos públicos en otros municipios durante el ejercicio de su cargo, sin perjuicio del régimen de incompatibilidades que estipule la ley.&quot;",RECHAZADO,81,53,15,6
2019,3200,2022-03-29T21:21:31,"21.- Indicación Nº81, de CC Ampuero, para añadir un nuevo inciso, a continuación del actual inciso final del artículo 8 (36), del siguiente tenor:

       “El desempeño del cargo de Concejal o Concejala será con dedicación exclusiva.”",RECHAZADO,50,87,16,2
2018,3201,2022-03-29T21:23:53,"22.- Indicación Nº84  de CC Mena, para sustituir el artículo 9 (37 TS) por el siguiente:

     “(Artículo 9) El Alcalde o Alcaldesa es la máxima autoridad ejecutiva del gobierno comunal, integra el Consejo Municipal y representa judicial y extrajudicialmente a la comuna.

      El Alcalde o Alcaldesa ejercerá sus funciones por el término de cuatro años, pudiendo ser reelegido o reelegida consecutivamente en el cargo hasta por dos períodos. Para estos efectos se entenderá que el Alcalde o Alcaldesa ha ejercido su cargo durante un período cuando haya cumplido más de la mitad de su mandato.

      El Alcalde o Alcaldesa será elegido en votación directa, en conformidad con lo dispuesto en la Constitución y la ley”.",RECHAZADO,37,107,8,3
2017,3202,2022-03-29T21:25:55,"23.- Votación separada del inciso primero del artículo 9:

      &quot;Artículo 9.- Del Alcalde o Alcaldesa. El Alcalde o Alcaldesa es la máxima autoridad ejecutiva del gobierno comunal, integra el Concejo Municipal y representa judicial y extrajudicialmente a la comuna.&quot;",APROBADO,149,1,3,2
2016,3203,2022-03-29T21:28:13,"24.- Votación separada del inciso segundo del artículo 9:

      &quot;El alcalde o alcaldesa ejercerá sus funciones por el término de cuatros años, pudiendo ser reelegido o reelegida consecutivamente sólo una vez para el período siguiente. Para estos efectos se entenderá que el alcalde o alcaldesa ha ejercido su cargo durante un período cuando haya cumplido más de la mitad de su mandato.&quot;",APROBADO,109,21,23,2
2015,3204,2022-03-29T21:30:12,"25.- Votación separada del inciso tercero del artículo 9:

     &quot;El alcalde o alcaldesa será elegido en votación directa, en conformidad con lo dispuesto en la Constitución y la ley.&quot;",APROBADO,150,2,2,1
2014,3205,2022-03-29T21:32:05,".- Votación separada del inciso cuarto del artículo 9:

    &quot;El Alcalde o Alcaldesa ejercerá la presidencia del Concejo Municipal.&quot;",APROBADO,132,19,3,1
2013,3206,2022-03-29T21:34:56,"26.- Artículo 10, con la indicación N°89, de CC Castillo, 	


      &quot;Artículo 10.- De las delegaciones comunales. Las comunas autónomas podrán designar o establecer delegados para el ejercicio de sus facultades en una o más localidades dentro de la respectiva comuna en los casos y formas que determine el estatuto comunal.&quot;

.- Para sustituir, en el artículo 10 (38), la frase “en los casos y formas que determine el estatuto comunal.” por: 

      “conforme determine la ley” ",RECHAZADO,42,80,30,3
2012,3207,2022-03-29T21:36:48,"27.- Artículo 10: 

&quot;Artículo 10.- De las delegaciones comunales. Las comunas autónomas podrán designar o establecer delegados para el ejercicio de sus facultades en una o más localidades dentro de la respectiva comuna en los casos y formas que determine el estatuto comunal.&quot;",RECHAZADO,93,24,33,5
2011,3208,2022-03-29T21:39:04,"28.- Indicación Nº91 de CC Mena, para sustituir el artículo 11 (40 TS) por el siguiente:

“Las municipalidades podrán establecer unidades vecinales dentro de las comunas o agrupaciones de comunas, con el objeto de propender a un desarrollo equilibrado y a una adecuada canalización de la participación popular.”",RECHAZADO,34,105,12,4
2010,3209,2022-03-29T21:41:05,"29.- Votación separada del inciso primero del artículo 11:

      &quot;Artículo 11.- De las Unidades y Juntas Vecinales. Las Comunas Autónomas establecerán en el ámbito de sus competencias, territorios denominados unidades vecinales. Dentro de ellas, se constituirá una Junta Vecinal, representativa de las personas que residen en una misma unidad vecinal, que gozará de personalidad jurídica y será sin fines de lucro, cuyo objeto será hacer efectiva la participación popular en la gestión comunal y en el desarrollo de la comunidad, y las demás atribuciones que determine la ley.&quot;",APROBADO,109,35,9,2
2009,3210,2022-03-29T21:43:10,"30.- Votación separada del inciso segundo del artículo 11:

      &quot;Se constituirá una Junta Vecinal en cada Unidad Vecinal, y una Unión Comunal de Juntas Vecinales en cada Comuna Autónoma. En aquellas Comunas Autónomas en que la población rural supere el veinte por ciento de la población total, podrá constituirse además una Unión Comunal de Juntas Vecinales de carácter rural.&quot;",RECHAZADO,95,40,18,2
2008,3211,2022-03-29T21:45:42,"31.- Votación separada del inciso tercero del artículo 11:

      &quot;La ley dispondrá la forma de determinar el territorio de las Unidades Vecinales, el procedimiento de constitución de las Juntas Vecinales y Uniones Comunales y sus atribuciones.&quot;
",APROBADO,121,13,17,4
2007,3212,2022-03-29T21:48:10,"32.- Votación separada del inciso primero del artículo 12, con la indicación Nº103 de CC Mena,

      &quot;Artículo 12.- De la Asamblea Social Comunal. La Asamblea Social Comunal tiene la finalidad de promover la participación popular y ciudadana en los asuntos públicos de la Comuna Autónoma, de carácter consultivo, incidente y representativo de las organizaciones de la comuna.&quot;

.- para sustituir, en el inciso primero del artículo 12 (41 TS), las expresiones “Asamblea Social Comunal” por: 

       “Consejo Social Comunal”.",RECHAZADO,47,90,15,3
2006,3213,2022-03-29T21:50:23,"33.- Votación separada del inciso primero del artículo 12:

      &quot;Artículo 12.- De la Asamblea Social Comunal. La Asamblea Social Comunal tiene la finalidad de promover la participación popular y ciudadana en los asuntos públicos de la Comuna Autónoma, de carácter consultivo, incidente y representativo de las organizaciones de la comuna.&quot;
",APROBADO,108,13,29,5
2005,3214,2022-03-29T21:52:51,"34.- Votación separada del inciso segundo del artículo 12:

      &quot;Su integración, organización, funcionamiento y atribuciones las establecerá el estatuto comunal respectivo.&quot;",RECHAZADO,82,23,44,6
2004,3215,2022-03-29T21:55:32,"35.- Votación separada del inciso primero del artículo 13, con la indicación N°105 de CC Eduardo Castillo,

      &quot;Artículo 13.- Del Estatuto Comunal. Cada Comuna Autónoma tendrá un Estatuto Comunal elaborado y discutido por el Concejo Municipal correspondiente, que establecerá la organización administrativa y funcionamiento de los órganos comunales, los mecanismos de democracia vecinal y las normas de elaboración de ordenanzas comunales.&quot;

      .- para sustituir, en el inciso primero del artículo 13 (42), después de la palabra “elaborado” las palabras “y discutido” por: 

     “por el alcalde y aprobado”",RECHAZADO,18,100,33,4
2003,3216,2022-03-29T21:57:49,"36.- Votación separada del inciso primero del artículo 13:

      &quot;Artículo 13.- Del Estatuto Comunal. Cada Comuna Autónoma tendrá un Estatuto Comunal elaborado y discutido por el Concejo Municipal correspondiente, que establecerá la organización administrativa y funcionamiento de los órganos comunales, los mecanismos de democracia vecinal y las normas de elaboración de ordenanzas comunales.&quot;",RECHAZADO,83,39,25,8
2002,3217,2022-03-29T22:00:02,"37.- Votación separada del inciso segundo del artículo 13:

      &quot;El proceso de elaboración, aprobación y reforma de los Estatutos Comunales deberá garantizar la participación y deliberación popular y democrática.&quot;
",RECHAZADO,90,34,27,4
2001,3218,2022-03-29T22:02:19,"38.- Votación separada del inciso tercero del artículo 13:

     &quot;La ley establecerá un estatuto común de carácter transitorio para aquellas comunas que no cuenten con un estatuto propio.&quot;
",RECHAZADO,84,35,31,5
2000,3219,2022-03-29T22:04:35,"39.- Indicación Nº107 de Mena, para agregar, en el artículo 13 (42 TS), un nuevo inciso:

     “La ley establecerá un estatuto común para aquellas comunas que no cuenten con un estatuto propio.”
",RECHAZADO,42,92,18,3
1999,3220,2022-03-29T22:30:26,"41.- Votación separada del inciso primero del artículo 14:

       &quot;Artículo 14.- De las Competencias de la Comuna Autónoma. La Comuna Autónoma cuenta con todas las potestades y competencias de autogobierno para satisfacer las necesidades de la comunidad local.&quot;

",APROBADO,110,9,30,6
1998,3221,2022-03-29T22:33:02,"42.- Votación separada del encabezado del inciso segundo del artículo 14, con el N°1:

      &quot;Son competencias esenciales de la Comuna Autónoma:

      1. El desarrollo estratégico de la comuna mediante el Plan de Desarrollo Comunal.&quot;
",APROBADO,127,3,17,8
1997,3222,2022-03-29T22:35:14,"43.- Votación separada del N°2 del inciso segundo del artículo 14:

     &quot;2. La prestación de los servicios públicos que determine la ley.&quot;
",APROBADO,139,3,8,5
1996,3223,2022-03-29T22:37:24,"44.- Votación separada del N°3 del inciso segundo del artículo 14:

      &quot;3. Construir las obras que demande el progreso local en el marco de sus atribuciones.&quot;",APROBADO,109,6,36,4
1995,3224,2022-03-29T22:39:32,"45.- Votación separada del N°4 del inciso segundo del artículo 14:

      &quot;4. La planificación del territorio mediante el Plan Regulador Comunal acordado de forma participativa con la comunidad de su respectivo territorio.&quot;",APROBADO,114,2,35,4
1994,3225,2022-03-29T22:42:05,"46.- Indicación Nº114 de CC Mena, para sustituir el Nº5 del artículo 14 (43 TS) por: 

“Garantizar la participación ciudadana y propender al fortalecimiento de la democracia”.",RECHAZADO,51,87,12,5
1993,3226,2022-03-29T22:44:24,"47.- Votación separada del N°5 del inciso segundo del artículo 14:

      &quot;5. Garantizar la participación popular y el fortalecimiento de la democracia;&quot;",APROBADO,113,17,17,8
1992,3227,2022-03-29T22:46:44,"48.- Indicación Nº115 de CC Mena, para sustituir el Nº6 del artículo 14 (43 TS) por: 

      “El fomento de la competitividad, la innovación, la inversión y el financiamiento para la ejecución de proyectos y obras de infraestructura comunal”.",RECHAZADO,67,74,8,6
1991,3228,2022-03-29T22:48:49,"49.- Votación separada del N°6 del inciso segundo del artículo 14:

      &quot;6. El fomento del comercio local;&quot;",APROBADO,113,10,22,10
1990,3229,2022-03-29T22:50:57,"50.- Votación separada del N°7 del inciso segundo del artículo 14:

      &quot;7. El desarrollo sostenible e integral de la comuna.&quot;",APROBADO,138,1,7,9
1989,3230,2022-03-29T22:53:14,"51.- Votación separada del N°8 del inciso segundo del artículo 14:

      &quot;8. La conservación, custodia y resguardo de los patrimonios culturales y naturales;&quot;",APROBADO,126,7,13,9
1988,3231,2022-03-29T22:55:32,"52.- Votación separada del N°9 del inciso segundo del artículo 14:

      &quot;9. Fomento y protección a las culturas, las artes y los patrimonios culturales y naturales, así como la investigación y la formación artística en sus territorios.&quot;",APROBADO,134,8,8,5
1987,3232,2022-03-29T22:57:54,"53.- Indicación Nº117 de CC Mena, para sustituir el Nº10 del artículo 14 (43 TS) por: 

“Resguardar el medioambiente y promover la sustentabilidad de los recursos naturales”.",RECHAZADO,50,86,13,6
1986,3233,2022-03-29T22:59:51,"54.- Votación separada del N°10 del inciso segundo del artículo 14:

      &quot;10. Proteger los ecosistemas comunales y los derechos de la naturaleza;&quot;",APROBADO,104,34,12,5
1985,3234,2022-03-29T23:02:09,"55.- Votación separada del N°11 del inciso segundo del artículo 14:

      &quot;11. Garantizar y proteger los derechos individuales y colectivos de todos y todas sus habitantes y de los pueblos y naciones preexistentes al Estado que cohabitan dentro de su jurisdicción;&quot;",RECHAZADO,70,53,25,7
1984,3235,2022-03-29T23:04:29,"56.- Votación separada del N°12 del inciso segundo del artículo 14:

       &quot;12. Desarrollar, con el nivel regional y central, actividades y servicios en materias de educación, salud, vivienda, turismo, recreación, deporte y las demás que establezca la ley.&quot;",APROBADO,138,4,7,6
1983,3236,2022-03-29T23:06:41,"57.- Votación separada del N°13 del inciso segundo del artículo 14:

      &quot;13. Ejercer funciones de gobierno y administración dentro de la comuna y en el ámbito de sus competencias.&quot;",APROBADO,131,3,17,4
1982,3237,2022-03-29T23:08:35,"58.- Votación separada del N°14 del inciso segundo del artículo 14:

      &quot;14. Fomentar las actividades productivas.&quot;",APROBADO,136,6,11,2
1981,3238,2022-03-29T23:10:36,"59.- Votación separada del N°15 del inciso segundo del artículo 14:

      &quot;15. La creación, organización y administración de los servicios públicos municipales en el ámbito de sus funciones, conforme a la Constitución y la ley.&quot;",APROBADO,131,6,13,5
1980,3239,2022-03-29T23:12:40,"60.- Votación separada del N°16 del inciso segundo del artículo 14:

       &quot;16. La dictación de normas generales y obligatorias en materias de carácter comunal, con arreglo a la Constitución y las leyes.&quot;",APROBADO,120,9,21,5
1979,3240,2022-03-29T23:14:47,"61.- Votación separada del N°17 del inciso segundo del artículo 14:

      &quot;17. Iniciar el trámite legislativo ante el Congreso en materias de interés comunal.&quot;",RECHAZADO,71,77,4,3
1978,3241,2022-03-29T23:17:01,"62.- Votación separada del N°18 del inciso segundo del artículo 14:

      &quot;18. El fomento de la rehabilitación, reinserción e inclusión de las personas en situación de calle y todo grupo social históricamente marginado, mediante la planificación, coordinación y ejecución de programas al efecto.&quot;",RECHAZADO,89,37,25,4
1977,3242,2022-03-29T23:19:18,"63.- Votación separada del N°19 del inciso segundo del artículo 14:

      &quot;19. Ejercer las acciones pertinentes en representación de la Naturaleza y sus derechos reconocidos por esta Constitución y la Ley.&quot;",RECHAZADO,82,51,19,3
1976,3243,2022-03-29T23:21:29,"64.- Votación separada del N°20 del inciso segundo del artículo 14:

      &quot;20. La ejecución de los mecanismos y acciones de protección ambiental en la forma que determine la Constitución, la ley, los instrumentos de gestión ambiental y normas afines.&quot;",APROBADO,116,10,26,3
1975,3244,2022-03-29T23:23:45,"65.- Votación separada del N°21 del inciso segundo del artículo 14:

      &quot;21. Las demás competencias que determine la Constitución y la ley. Las leyes deberán reconocer las diferencias existentes entre los distintos tipos de comunas y municipalidades, velando por la equidad, inclusión y cohesión territorial.&quot;",APROBADO,132,9,9,5
1974,3245,2022-03-29T23:26:02,"66.- Votación separada del inciso tercero del artículo 14:

       &quot;Las Comunas Autónomas tendrán competencias preeminentes sobre las Regiones Autónomas y el Estado, en relación a las funciones de autogobierno local que puedan ser cumplidas de modo adecuado.&quot;",RECHAZADO,84,30,36,5
1973,3246,2022-03-29T23:28:12,"67.- Votación separada del inciso cuarto del artículo 14:

      &quot;A fin de garantizar el respeto, protección y realización progresiva de los derechos económicos y sociales en igualdad de condiciones, las Comunas Autónomas podrán encomendar temporalmente una o más competencias a las Región Autónoma respectiva o al Estado central, conforme lo establecido en la ley.&quot;",APROBADO,104,20,26,5
1972,3247,2022-03-29T23:30:54,"68.- Votación separada del inciso quinto del artículo 14:

      &quot;A petición del alcalde o alcaldesa con acuerdo del Concejo Municipal, la Región Autónoma o el Estado, cuando así lo exija el interés general, podrán subrogar de manera transitoria y supletoria las competencias que no puedan ser asumidas por la Comuna Autónoma.&quot;",APROBADO,118,14,17,6
1971,3248,2022-03-29T23:33:36,"69.- Indicación N°140 de CC Castillo, para suprimir el artículo 15.

      (&quot;Artículo 15.- De la subdivisión comunal. El Concejo Municipal podrá establecer, en el ámbito de cada comuna, la subdivisión de sus territorios, de conformidad al estatuto comunal, con el objeto de mejorar la prestación de los servicios públicos y asegurar la participación popular en el manejo de los asuntos públicos del gobierno local.

      Las subdivisiones serán equitativas territorialmente y acordes al tipo de comuna establecida por ley.&quot;)",RECHAZADO,53,85,11,6
1970,3249,2022-03-29T23:35:51,"70.- Artículo 15:

      &quot;Artículo 15.- De la subdivisión comunal. El Concejo Municipal podrá establecer, en el ámbito de cada comuna, la subdivisión de sus territorios, de conformidad al estatuto comunal, con el objeto de mejorar la prestación de los servicios públicos y asegurar la participación popular en el manejo de los asuntos públicos del gobierno local.

       Las subdivisiones serán equitativas territorialmente y acordes al tipo de comuna establecida por ley.&quot;",RECHAZADO,68,59,23,5
